NQUEST,AREA5,YL,YT,YM,YC,CD,CN,S,AR,AF,PF,BD
505548,2,0,9750,0,18248.91699,0,27000,998.91699,220000,30000,0,33000
505550,2,0,5070,0,10117.24083,0,15600,-412.759175,160000,35000,0,15000
505566,2,0,11700,10000,82.97233,1500,27600,-7317.02767,105000,10000,36000,20000
505576,2,6000,6100,0,5151.296165,300,16800,151.296165,5000,15000,0,25000
505594,2,12600,0,13000,74.675097,0,16560,9114.675097,13000,10500,0,18000
505606,2,49400,0,0,1673.508495,28000,30000,-6926.491505,20000,65000,0,52000
505610,2,0,10400,55000,12857.58189,1000,21600,55657.58189,280000,39167.73898,5000,40000
505655,2,84000,0,8000,17269.72176,15000,75750,18519.72176,830000,217764.4178,0,100000
505672,2,15000,35100,0,35838.59458,5000,50200,30738.59458,1340000,156081.4855,0,55000
505681,2,0,15310,0,8536.717859,200,16800,6846.717859,175400,87007.79606,0,3050
505703,2,0,18070,0,10106.20117,0,19200,8976.201165,202000,20000,0,14000
505749,2,0,10400,23000,15833.03217,0,31200,18033.03217,415000,128532.7518,0,32000
505768,2,61590.38925,0,0,8218.288934,1000,37790.38925,31018.28893,161500,37418.43461,0,27000
505771,2,0,19500,0,17814.13765,0,27600,9714.137649,615000,193218.3748,0,31000
505798,2,0,0,60000,5899.058272,32000,41200,-7300.941728,255000,178617.9168,38000,70000
505806,2,17000,11895,0,9151.970625,4750,24000,9296.970625,300200,1020.897573,53000,8000
505810,2,17000,0,75000,31599.22172,15000,90000,18599.22172,6400000,417864.8493,3500000,355000
505816,2,12000,7500,0,6004.149597,0,18000,7504.149597,130100,500.1182115,0,15000
505818,2,12000,0,31000,15413.40001,21100,51000,-13686.59999,553600,14773.40312,5000,25000
505820,2,25000,10400,0,105.0185733,0,31200,4305.018573,500,12657.05969,17000,25000
505830,2,25894.55966,0,0,6029.48084,0,23394.55966,8529.48084,2000,3553.092938,0,9000
505833,2,0,5850,0,707.864029,0,6000,557.864029,200,13000,0,300
505839,2,22170,0,0,9446.340198,700,21170,9746.340198,201500,18800,0,23000
505850,2,0,14690,0,6461.916295,300,17800,3051.916295,185200,4003.297803,13000,8000
505881,2,13000,12350,32000,10579.02373,350,33600,33979.02373,544146.5867,35993.87775,0,7200
505972,2,0,21411,0,6849.200097,0,21600,6660.200097,5000,34000,0,13000
505979,2,0,25350,0,12008.71703,0,25200,12158.71703,230000,126000,0,30000
506007,2,0,13572,0,24756.18063,0,25200,13128.18063,390000,107000,0,35000
506025,2,18200,15600,0,16240.51563,0,33600,16440.51563,420000,142000,0,35000
506100,2,0,10504,0,414.86165,0,9600,1318.86165,20000,50000,0,8500
506107,2,38500,1500,5000,37.3375485,2500,22940,19597.33755,95500,4500,43000,30000
506112,2,0,16380,0,1582.179676,0,14400,3562.179676,75000,46061.09966,0,1200
506115,2,0,13000,0,9748.777466,0,14400,8348.777466,101500,45000,0,14000
506126,2,28000,24128,0,171.499466,13000,23160,16139.49947,4000,7000,0,23000
506132,2,0,0,-16000,9785.886,6120,33600,-45934.114,529000,76000,50000,22000
506134,2,29500,0,10000,13500,15000,30000,8000,406000,0,0,34000
506152,2,13000,13000,0,2613.146165,0,15600,13013.14617,104000,5000,18000,15000
506153,2,0,26715,0,8439.66631,0,24000,11154.66631,110000,130000,0,13000
506157,2,9000,15340,0,6006.637786,0,30000,346.6377864,101000,800,50000,3000
506162,2,0,20800,0,25324.4585,0,26400,19724.4585,419000,15000,0,30000
506175,2,28000,0,0,6741.83233,0,25800,8941.83233,153000,70000,0,22000
506184,2,36000,19955,0,3569.237932,1800,45600,12124.23793,95000,13000,6000,25000
506185,2,0,11180,0,1206.637786,0,11400,986.6377864,81000,800,0,1550
506195,2,0,6240,0,7204.148617,0,12960,484.1486165,201000,500,0,5000
506294,2,0,23400,0,10268.48541,0,18000,15668.48541,126000,102675.0115,0,22000
506300,2,0,20800,0,4616.61589,0,19800,5616.61589,404500,50211.42468,0,18000
506374,3,0,5434,0,8441.486165,0,13200,675.486165,600500,5000,0,3000
506380,3,15600,0,0,11470.18617,0,26400,670.186165,205000,5000,10000,19000
506383,3,0,7150,0,24.891699,0,5904,1270.891699,0,3000,0,1000
506385,3,12000,14300,0,12803.91367,0,36750,2353.913672,1523000,18550,0,28000
506386,3,11000,10140,0,4224.891699,3900,15000,6464.891699,110000,3000,0,5000
506389,3,0,0,8400,32.3592087,0,9600,-1167.640791,75500,3900,0,4500
506396,3,0,0,17000,7320.309879,3500,19200,1620.309879,263000,14500,0,20000
506402,3,9000,5460,0,5458.080631,0,15000,4918.080631,302000,7000,0,6000
506410,3,30000,0,0,7282.97233,0,22800,14482.97233,2000,10000,0,60000
506411,3,19600,8060,0,4566.377864,0,21000,11226.37786,302000,8000,0,14000
506413,3,40000,0,0,8720.315165,32300,34800,-18379.68484,2,14000,12000,138000
506417,3,0,7410,0,11048.91699,0,10800,7658.91699,277000,30000,0,7000
506418,3,0,11310,0,4678.080631,0,14220,1768.080631,350000,7000,0,7000
506420,3,0,8020,0,2400,0,9000,1420,200,0,0,800
506429,3,25300,0,0,110.3531989,850,21300,3260.353199,2000,13300,1200,41000
506439,3,0,43140,0,18264.1317,10069,46000,5335.131699,422000,48000,6000,32000
506446,3,22800,17550,0,16820.74308,0,36000,21170.74308,640100,2500,1000,5000
506458,3,34000,0,0,-189.222136,3400,23400,7010.777864,160500,8000,123000,15500
506459,3,0,14755,0,7241.486165,0,19200,2796.486165,150400,5000,0,14000
506472,3,15000,0,0,12.4458495,0,20640,-5627.554151,1000,1500,0,2000
506478,3,0,10200,0,24.891699,140,19800,-9715.108301,500,3000,0,1000
506492,3,18000,350,2500,11851.64233,0,23400,9301.64233,302000,80000,0,30000
506499,3,0,10020,0,1241.486165,0,9600,1661.486165,50,5000,0,500
506510,3,0,14490,0,9807.430825,100,24000,197.430825,153000,25000,0,20000
506512,3,0,17810,0,8400,0,24000,2210,152000,0,10000,21000
506520,3,0,41535,0,18255.74743,0,36000,23790.74743,285000,119000,0,18000
506527,3,0,19500,0,91.269563,0,19920,-328.730437,4000,11000,0,6000
506531,3,25000,21450,0,7233.188932,0,50400,3283.188932,455000,4000,50000,25000
506549,3,33600,8804,0,4837.337549,0,14400,32841.33755,101000,4500,2600,10800
506565,3,39000,12000,20000,13491.65925,250,32400,51841.65925,505100,37500,0,21000
506591,3,12000,18200,0,19531.88932,1340,30000,18391.88932,637500,40000,0,30000
506601,3,0,17550,0,5090.403155,1000,14400,7240.403155,145000,35000,0,7000
506608,3,0,10400,0,4882.97233,500,12000,2782.97233,4000,10000,0,5000
506610,3,59000,0,0,6688.670339,1200,42000,22488.67034,160000,83000,0,50000
506613,3,0,5460,0,3005.808063,0,9000,-534.1919369,150000,700,0,2000
506616,3,0,9100,0,5941.486165,0,14300,741.486165,260000,5000,0,2000
506619,3,0,19214,0,164.8616796,0,14040,5338.86168,0,6200,0,10050
506623,3,0,11700,14000,4965.94466,0,25200,5465.94466,250400,20000,0,27000
506628,3,41300,0,0,20796.0285,1100,48300,12696.0285,920000,15000,11000,55000
506633,3,14700,0,0,4262.229248,0,18100,862.2292475,86000,7500,0,30000
506643,3,0,20200,0,3600,9700,19200,-5100,120800,0,1600,16000
506647,3,0,0,-25000,16587.12095,1200,36900,-46512.87905,575000,10500,400000,52000
506655,3,35000,0,9000,16825.94263,1000,48600,11225.94263,414000,29000,44300,18000
506657,3,22000,0,25000,7515.16,3000,35400,16115.16,235000,0,68000,30000
506666,3,0,9100,6000,10777.26743,600,24400,877.267427,552000,39000,0,17000
506680,3,0,11700,0,3641.486165,600,15600,-858.513835,70400,5000,0,8000
506715,3,34190,0,0,9162.683233,800,37200,5352.683233,201500,1000,7800,18000
506729,3,0,11900,0,0,0,11568,332,1000,0,0,4000
506731,3,0,9360,0,0,0,10800,-1440,5000,0,0,5000
506733,3,0,21850,0,7883.751699,1000,18000,10733.7517,5000,63000,0,16000
506736,3,0,37700,8000,9354.321699,2500,26400,26154.3217,210000,33000,0,30000
506738,3,23400,200,0,7468.177699,0,30000,1068.177699,308000,9000,27200,26000
506740,3,4500,26174,0,15608.29723,0,33600,12682.29723,665000,1000,0,27000
506742,3,0,0,0,61007.43083,0,47800,13207.43083,1452000,25000,0,30000
506745,3,0,10300,0,7324.458495,0,15600,2024.458495,180600,15000,0,14000
506753,3,30000,0,0,9041.486165,10000,30600,-1558.513835,515000,5000,0,45000
506758,3,13200,20280,0,8144.511699,10000,29100,2524.511699,380000,23000,6000,27000
506759,3,0,0,22000,7379.796699,0,25200,4179.796699,100000,8000,0,10000
506760,3,20690.34241,0,0,9041.486165,10000,27290.34241,-7558.513835,358000,5000,0,20000
506767,3,0,23400,0,51329.77617,0,41600,33129.77617,1550000,95000,0,70000
506772,3,15600,53300,0,13590.53617,0,48000,34490.53617,510000,55000,0,70000
506778,3,0,13455,0,6016.594466,0,18000,1471.594466,155000,2000,0,5000
506782,3,10800,6500,0,0,0,13680,3620,5000,0,0,7000
506783,3,0,14300,0,7200,0,19200,2300,100000,0,0,8000
506785,3,13200,7930,0,6041.486165,0,15600,11571.48617,151000,5000,0,18000
506798,3,33200,0,16000,41.486165,0,24600,24641.48617,250000,5000,0,8000
506799,3,18000,8450,110000,51809.27805,0,66000,122259.2781,1129000,283143.0747,0,25000
506849,3,0,39100,0,17864.04466,0,43400,13564.04466,442500,120000,0,55000
506863,3,26000,0,0,3658.080631,0,18000,11658.08063,101000,7000,0,9000
506870,3,0,0,56000,18096.78085,30000,31400,12696.78085,910000,36500,0,40000
506885,3,6000,15600,0,5115.03818,0,16800,9915.03818,282000,31500,0,23000
506889,3,0,27560,0,4118.647015,0,18000,13678.64702,81000,21500,0,14000
506892,3,0,6500,0,82.97233,0,7920,-1337.02767,1000,10000,0,5000
506894,3,14000,10400,0,367.890631,0,19440,5327.890631,1000,17000,0,30000
506912,3,24700,0,0,5297.83398,0,19200,10797.83398,101000,60000,0,15000
506920,3,23000,6500,0,99.566796,0,19080,10519.5668,2000,12000,0,5500
506974,3,47000,-24000,100000,52722.49678,0,100800,74922.49678,1650000,32568.75021,100000,30000
506979,3,0,29100,0,8356.347815,0,23500,13956.34782,371500,55000,0,10000
506997,3,44850,7150,90000,10829.19286,0,25200,127629.1929,1103000,123000,0,14000
507018,3,22500,0,0,9554.468379,0,23300,8754.468379,502000,24200,0,40000
507023,3,0,29710,0,29.0403155,0,25560,4179.040316,500,3500,0,20000
507037,3,31500,0,1500,14528.75203,8000,44400,-4871.247967,440500,15517.4662,5000,41000
507078,3,0,14950,0,24.891699,0,16440,-1465.108301,8000,3000,0,9000
507081,3,28980,0,0,6116.161262,1500,24000,9596.161262,155900,14000,600,17600
507090,3,0,27950,0,4349.350194,450,19200,12649.35019,137800,18000,0,12400
507091,3,14700,15470,0,5007.430825,500,21000,13677.43083,184000,25000,0,14000
507105,3,14000,13650,0,3641.486165,0,21600,9691.486165,72000,5000,0,11000
507111,3,0,12600,0,4085.458083,0,12600,4085.458083,100000,17500,0,3300
507138,3,0,22100,0,10612.40233,0,19200,13512.40233,258000,40000,0,27000
507147,3,38000,19500,0,8677.079097,0,18000,48177.0791,155000,93000,0,30000
507151,3,0,43400,0,10880.72617,0,27600,26680.72617,110000,45000,0,37000
507157,3,0,6740,0,8.297233,0,7320,-571.702767,5000,1000,0,5000
507162,3,36400,0,0,13054.72233,0,32400,17054.72233,205000,10000,26500,25000
507168,3,0,6760,0,12041.48617,1200,16800,801.486165,5000,5000,0,5000
507172,3,0,16380,0,41.486165,0,16608,-186.513835,9000,5000,0,8000
507175,3,56600,0,0,10554.3217,0,29600,37554.3217,210000,33000,0,30000
507179,3,0,11375,0,6645.294466,0,18000,20.294466,185000,2000,10000,11000
507181,3,0,12077,0,10300.34617,0,30000,-7622.653835,210000,65000,0,8000
507182,3,37800,0,0,7241.486165,0,29200,15841.48617,210000,5000,0,20000
507184,3,0,21060,0,7216.594466,0,26400,1876.594466,208000,2000,0,13000
507185,3,31200,6500,0,7241.486165,5000,37200,2741.486165,10000,5000,0,22000
507190,3,22200,45500,18000,10359.19682,0,45600,50459.19682,265000,103500,0,35000
507260,3,16000,0,0,4849.783398,100,21600,-850.216602,500,6000,0,6000
507270,3,1000,0,37800,7734.333636,1000,48000,-2465.666364,330000,2300,100100,8500
507282,3,0,0,30000,33537.85335,0,66000,-2462.146651,552878.6668,153000,0,35000
507287,3,11050,11700,0,11439.49139,12850,25200,-3860.508612,182500,47000,7200,14000
507303,3,14500,20410,0,11163.53054,800,29000,16273.53054,400000,19709.04524,0,49000
507304,3,6000,28380,0,11799.53454,300,35000,10879.53454,222000,37761.2313,0,42000
507315,3,14500,750,14000,6149.783398,350,24100,10949.7834,194000,6000,0,28000
507316,3,0,20800,0,14710.75789,400,30000,5110.757891,503000,37453.19562,0,16500
507319,3,0,9386,0,15509.03059,0,18500,6395.030592,585500,67047.93972,0,9000
507322,3,29900,0,0,6368.439116,0,33600,2668.439116,79000,19800,0,20000
507329,3,18200,-5000,0,9802.071286,11000,21400,-9397.928714,125500,4300,100000,18500
507332,3,40400,0,0,42943.25199,5500,66800,11043.25199,565000,17265.03145,0,35000
507336,3,24700,22620,0,9242.996926,15800,32400,8362.996926,188000,53098.46701,500,18800
507359,3,37000,44174,0,10055.56193,800,43800,46629.56193,360000,37000,3100,30000
507360,3,17000,0,50000,7069.97233,2000,36700,35369.97233,2155000,35000,365000,30000
507372,3,52000,0,0,10595.66796,0,24000,38595.66796,351000,120000,0,19500
507374,3,0,6370,0,9600,0,15480,490,55800,0,0,4500
507385,3,34000,0,0,11366.4515,0,26400,18966.4515,122500,68000,200,15000
507401,3,0,0,36000,6258.353165,0,27600,14658.35317,695964.7439,12000,0,15000
507413,3,0,10360,0,3633.188932,0,10800,3193.188932,50500,4000,0,3000
507418,3,0,9100,0,4858.080631,0,13200,758.080631,101000,7000,0,3000
507419,3,9310,14720,20000,15194.5117,0,38550,20674.5117,468500,23000,2000,35000
507421,3,0,22100,0,8441.486165,0,26400,4141.486165,83000,5000,0,20000
507425,3,24500,0,17000,11298.44371,0,38200,14598.44371,686699.5374,29500,0,18000
507426,3,0,13000,0,4824.891699,0,16800,1024.891699,100500,3000,0,3000
507431,3,32000,0,0,7677.479165,95,32400,7182.479165,350800,8000,22000,24000
507435,3,0,20540,0,3957.864029,0,19450,5047.864029,176250,13000,0,11000
507438,3,19500,10660,18000,6265.511456,700,39600,14125.51146,277000,32300,0,25000
507441,3,0,0,20000,11615.25379,0,24000,7615.253786,661000,212000,0,35000
507444,3,25250,2700,0,0,0,16656,11294,500,0,0,5000
507451,3,23400,0,0,1372.2,9150,20400,-4777.8,150200,0,60000,15000
507455,3,12000,28600,45000,16329.10866,0,43200,58729.10866,680000,84000,0,22000
507462,3,58836.39273,0,0,3578.500194,0,42296.39273,20118.50019,180000,18000,45000,20000
507477,3,0,12350,0,62.2292475,0,10200,2212.229248,1000,7500,0,7000
507480,3,19000,0,13200,5618.133476,0,33650,4168.133476,210950,42000,300,15000
507482,3,11310,14300,0,6159.566796,0,30060,1709.566796,155500,12000,0,12000
507490,3,18300,0,0,10386.1,2800,25400,486.1,119000,0,31200,7500
507501,3,15000,0,8000,6351.296165,0,19200,10151.29617,102000,15000,0,11000
507502,3,0,18200,0,6165.94466,0,21600,2765.94466,120200,20000,0,3500
507505,3,0,12038,53000,5273.88901,0,19200,51111.88901,135300,8851.02418,35000,12000
507509,3,0,7449,12000,2524.458495,11000,10800,173.458495,121000,15000,0,18000
507513,3,16000,0,15000,9665.795335,0,27600,13065.79534,216000,7929.792408,0,18000
507518,3,33400,0,0,7233.188932,0,27600,13033.18893,132000,4000,0,18500
507519,3,35200,18200,0,-4042.188087,0,32200,17157.81191,521200,87569.74538,280000,30000
507526,3,21200,0,9600,6149.350194,450,26400,10099.35019,103000,18000,0,14000
507529,3,11600,8060,16000,5708.847266,2200,25750,13418.84727,125000,30800,0,15000
507534,3,16900,7800,0,9921.556858,0,24000,10621.55686,520000,14650.28864,0,12500
507541,3,27500,2500,0,6082.97233,1500,27600,6982.97233,153000,10000,0,16000
507542,3,5950,8520,0,3474.458495,0,21350,-3405.541505,254000,15000,10000,17000
507544,3,23390,15000,0,5872.397804,5000,30240,9022.397804,356000,10958.90835,28000,42000
507547,3,4000,12605,900,4824.891699,150,15600,6579.891699,154000,3000,0,20000
507548,3,0,13650,0,3633.188932,0,14400,2883.188932,150500,4000,0,5000
507552,3,5700,1000,13000,6231.292483,15000,22800,-11868.70752,30000,11472.48499,0,38000
507554,3,0,13000,0,14739.06167,0,28900,-1160.93833,234500,15142.73916,0,12000
507556,3,0,10400,0,7200,0,16800,800,150500,0,0,5000
507557,3,0,12470,0,4833.188932,0,13800,3503.188932,2000,4000,0,10000
507565,3,0,24700,0,16940.69588,500,33800,7340.695878,277800,161073.4746,0,31000
507573,3,0,63869,0,12567.83332,6800,50400,19236.83332,758000,18893.42862,80000,27000
507580,3,34000,0,5100,11045.63478,0,32600,17545.63478,325000,5500,8900,32000
507588,3,0,4652,0,5300,0,9740,212,76860,0,3000,11500
507594,3,0,13936,0,12510.61703,0,21600,4846.617029,191500,26000,0,27000
507595,3,20150,0,0,6902.294552,9300,24000,-6247.705448,204000,33517.22521,2200,35000
507596,3,31600,0,0,7135.580724,400,23400,14935.58072,155000,61570.82689,0,21000
507598,3,15800,11050,0,11866.37786,0,27600,11116.37786,402000,8000,0,18000
507599,3,0,15080,0,5885.277335,2000,17800,1165.277335,57100,10277.80402,0,20000
507602,3,0,16900,0,5003.960827,0,20400,1503.960827,35000,24581.7885,0,10500
507605,3,17000,24211,0,15000.11186,8500,38900,8811.111864,259000,22000,0,17500
507615,3,13000,-5000,0,3061.962,500,10920,-358.038,23300,2000,0,9500
507617,3,19500,0,0,5550.179917,500,22200,2350.179917,174000,18100,0,23000
507622,3,0,9100,0,5675.594645,0,18000,-3224.405355,52500,39245.05827,0,23000
507626,3,25900,0,0,7998.471577,400,24000,9498.471577,5000,68753.02366,0,27000
507629,3,0,6760,0,3000,0,9000,760,150100,0,0,5000
507637,3,0,6500,20400,4229.040316,0,28200,2929.040316,171000,7500,0,13000
507638,3,0,15600,0,6099.566796,700,19200,1799.566796,140000,12000,0,12000
507640,3,0,20208,0,7342.688165,7300,20400,-149.311835,201000,47000,0,28000
507644,3,20280,16840,0,5295.150932,15300,38800,-11684.84907,211000,6000,0,25000
507656,3,0,9100,0,0,0,8400,700,100,0,0,5500
507663,3,16510,21600,0,5771.183413,8000,31200,4681.183413,202000,40500,1000,65000
507664,3,19800,0,0,2799.320995,0,16200,6399.320995,118000,4700,28400,65000
507674,3,4380,16250,7200,4222.402529,0,27000,5052.402529,236000,2700,0,9000
507675,3,29000,2756,0,3728.408852,0,27650,7834.408852,152500,9450,5000,18000
507680,3,0,16304,0,33.188932,133,13800,2404.188932,200,4000,0,2500
507681,3,38000,0,13000,2701.828058,0,37200,16501.82806,646000,26000,30000,17000
507690,3,0,21060,0,3000,0,21000,3060,50000,0,0,5500
507691,3,12600,0,0,4249.783398,75,13800,2974.783398,170500,6000,0,6000
507693,3,0,30550,0,17481.76635,0,32600,15431.76635,601000,39500,0,12000
507699,3,0,10400,0,9508.700388,0,14400,5508.700388,265500,36000,0,5000
507702,3,0,12090,0,4200,0,12000,4290,103000,0,0,3500
507712,3,17000,0,13000,167.7644573,0,23820,6347.764457,100,6513.350371,0,4800
507714,3,0,19500,0,9925.548631,0,21000,8425.548631,173000,35000,0,13000
507717,3,39000,0,0,791.049514,0,21000,18791.04951,3000,68000,0,26000
507720,3,0,14300,0,7450.290828,0,20400,1350.290828,155000,30165.57783,0,8000
507724,3,0,5460,0,6030.428622,0,11040,450.4286215,80500,3667.321559,0,7000
507728,3,12970,0,0,6760.672961,0,22800,-3069.327039,2000,37000,0,11000
507732,3,20600,0,0,16319.26465,0,27600,9319.264649,612000,13600,0,11800
507734,3,0,16900,0,6292.307245,0,21600,1592.307245,152000,35229.48489,0,30000
507746,3,0,20995,0,8773.375485,0,18000,11768.37549,170000,45000,0,37000
507747,3,14000,0,0,0,0,7548,6452,0,0,0,9000
507750,3,17000,0,0,6441.23622,20000,19200,-15758.76378,2000,23656.491,10000,35000
507752,3,27000,11050,0,8154.321699,2000,31200,13004.3217,253500,33000,0,32000
507823,3,23950,16100,2500,6084.584598,23000,31300,-5665.415402,306000,10000,9560,40000
507839,3,16900,0,0,16858.08063,800,31200,1758.080631,256000,7000,0,18000
507843,3,0,0,20000,3365.580432,0,13800,9565.580432,120000,15500,36000,21000
507863,3,18330,13624,0,7308.360291,15700,14400,9162.360291,150000,62000,0,35500
507902,3,0,5980,0,3682.97233,0,15600,-5937.02767,85000,10000,0,10000
507905,3,0,15600,0,4808.297233,1700,19200,-491.702767,83000,1000,2000,20000
507908,3,21000,0,0,290.403155,0,21600,-309.596845,5000,35000,0,23000
507912,3,11000,0,0,4824.891699,0,19200,-3375.108301,55000,3000,5000,10000
507913,3,900,19048,0,7216.594466,0,19200,7964.594466,205000,2000,3000,10000
507915,3,16200,0,0,3807.430825,0,16200,3807.430825,95000,25000,0,40000
507919,3,0,0,20000,124.458495,15000,20400,-15275.54151,53000,20000,25000,40000
507920,3,29000,7700,0,4924.458495,0,24000,17624.4585,95000,15000,500,24000
507922,3,18252,6500,11000,5048.91699,500,26652,13648.91699,136000,30000,0,35000
507924,3,15000,0,0,4965.94466,0,20400,-434.05534,103000,20000,0,10000
507927,3,26000,13000,0,3682.97233,0,29800,12882.97233,85000,10000,0,20000
507954,3,33500,0,0,8909.045684,0,23300,19109.04568,281000,1090.204941,0,22000
507998,3,46200,0,8000,7515.14285,0,33000,28715.14285,186128.5595,8500,9800,27000
508029,3,0,5850,0,6000,0,9600,2250,150100,0,0,1000
508046,3,0,0,60000,6800.09,0,19200,47600.09,652000,0,107000,4000
508152,3,26000,0,0,9600,8000,21600,6000,202000,0,0,17500
508165,3,15000,14300,0,7350.553497,0,25200,11450.5535,223000,18145.02462,0,50000
508240,3,0,42000,0,15605.36036,0,33200,24405.36036,405000,48854.88492,0,18000
508305,3,0,6500,0,66.377864,0,5124,1442.377864,3000,8000,0,7000
508505,3,0,20000,0,28362.14466,0,32200,16162.14466,652000,220000,0,11000
508803,3,13000,0,0,10144.82961,0,9600,13544.82961,240000,244717.6797,5000,100000
508809,3,15600,0,0,9600,0,21600,3600,130000,0,0,20000
508815,3,0,6500,0,10897.7172,0,7200,10197.7172,239850.7,1024162.778,0,600
508861,3,32000,700,0,6330.553083,0,24000,15030.55308,202000,12500,0,20000
508922,3,36000,150,0,5662.429961,1100,21400,19312.42996,151500,15200,50000,13000
508926,3,0,11544,0,2402.794099,0,10800,3146.794099,40000,336.7506689,0,300
508932,3,0,25108,0,127.7014722,0,25968,-732.2985278,1000,4327.322704,2000,27000
508934,3,15000,0,17000,25551.57547,1000,29300,27251.57547,748750,58000,4150,27000
508940,3,14250,0,0,0,0,6120,8130,1000,0,0,15000
508941,3,0,13560,0,1241.486165,400,6000,8401.486165,20000,5000,400,700
508984,4,0,6360,0,0,0,9804,-3444,1000,0,0,500
508994,4,22100,0,0,6555.984563,0,30100,-1444.015437,138000,26000,0,19000
508999,4,20000,0,0,6.6377864,0,24600,-4593.362214,2000,800,0,8000
509003,4,18000,18200,0,7258.080631,0,31200,12258.08063,205000,7000,0,17000
509005,4,15000,0,0,13.2755728,6500,19200,-10686.72443,3000,1600,0,16000
509006,4,0,0,9000,0,0,12000,-3000,500,0,0,3500
509054,4,0,11986,0,1800,0,11400,2386,51000,0,0,4000
509055,4,0,6500,0,3600,0,9600,500,2500,0,0,7000
509057,4,24300,0,0,20.7430825,250,19200,4870.743083,2000,2500,0,12000
509064,4,0,14300,0,6273.023026,0,18200,2373.023026,115000,8800.888957,0,17500
509068,4,0,10764,0,2400,0,10800,2364,500,0,10000,2000
509069,4,30500,0,0,2171.48,200,22800,9671.48,2000,0,5000,10000
509071,4,0,14300,0,4200,0,17400,1100,102000,0,0,12000
509074,4,18000,0,0,-941.7,2000,19800,-4741.7,123500,0,90000,22000
509076,4,24000,0,0,1000.45,300,21000,3700.45,78000,0,35000,12000
509107,4,22450,0,0,5629.040316,0,24050,4029.040316,241000,3500,0,6000
509108,4,13000,5520,0,97.38081462,0,6960,11657.38082,100,11736.54092,490,3500
509113,4,24000,0,0,3619.341606,8000,13000,6619.341606,202000,2331.091066,3000,22000
509117,4,9800,0,0,0,4000,10200,-4400,1000,0,3250,23500
509120,4,14000,130,0,3000,0,6600,10530,500,0,0,18500
509123,4,0,20800,0,4800,0,14400,11200,100200,0,0,400
509139,4,16000,0,0,4233.188932,0,15600,4633.188932,152000,4000,0,44000
509144,4,0,10650,0,4581.672718,0,17400,-2168.327282,200000,46000,0,45000
509172,4,17250,0,0,3754.97834,2000,18400,604.9783398,105500,600,0,13000
509270,4,17400,0,0,-513.219369,4000,17088,-4201.219369,1000,7000,10000,3000
509272,4,0,-600,20000,58.68939852,15000,21600,-17141.3106,150000,7073.369944,0,162000
509273,4,0,5200,5000,6132.97233,0,20450,-4117.02767,168000,10000,0,5000
509284,4,0,0,10000,8465.511456,0,32200,-13734.48854,533000,32000,700,8500
509366,4,33000,0,0,3644.423987,0,33600,3044.423987,155000,5354.072487,0,8000
509480,4,0,18200,0,10228.29295,0,27950,478.2929513,408000,33540.45274,0,8000
509495,4,0,0,10000,3600,0,15600,-2000,41000,0,0,20000
509504,4,0,14300,0,2400,0,13200,3500,80900,0,0,8800
509512,4,0,16900,0,4224.891699,0,16200,4924.891699,100800,3000,0,11000
509516,4,10400,5590,0,3600,0,14400,5190,500,0,0,11000
509550,4,68000,13000,0,8989.173495,0,32000,57989.1735,226000,30000,0,22000
509601,4,30000,0,0,6803.904006,10000,23500,3303.904006,402000,47793.44222,0,15000
509616,4,0,0,0,6006.637786,0,18000,-11993.36221,252500,800,0,20500
509684,4,10000,11700,0,4258.080631,0,13800,12158.08063,132500,7000,0,30000
509689,4,15000,0,0,41.486165,0,15600,-558.513835,3000,5000,0,18000
509693,4,0,11050,0,4800,0,14400,1450,92000,0,0,15000
509695,4,11800,0,0,1808.297233,0,11400,2208.297233,51500,1000,0,8000
509697,4,0,9100,0,24.891699,0,9000,124.891699,3000,3000,0,15000
509699,4,0,8600,0,0,0,6840,1760,2000,0,0,8000
509701,4,15000,0,0,4241.486165,0,16200,3041.486165,103000,5000,0,14000
509704,4,39000,0,0,8824.458495,0,20700,27124.4585,110000,15000,0,65000
509708,4,18000,0,0,556.736165,0,15000,3556.736165,153000,5000,75000,21000
509710,4,0,0,14000,3633.188932,0,15600,2033.188932,106000,4002,0,19000
509712,4,10400,0,0,0,0,8100,2300,0,0,0,500
509717,4,0,12350,0,6133.38997,0,13440,5043.38997,1000,739209.0797,0,16000
509720,4,0,5850,0,1440,0,6240,1050,151000,0,0,3000
509725,4,13300,0,9000,4800,250,28800,-1950,259000,0,0,27000
509806,4,16000,0,0,6416.594466,0,14800,7616.594466,175000,2000,0,19000
509808,4,35000,-1000,0,7800,0,25800,16000,280000,0,0,28000
509847,4,16000,0,0,8420.743083,0,25000,-579.2569175,152000,2500,0,15000
509869,4,0,0,13000,7233.188932,0,19200,1033.188932,166000,4000,0,4000
509871,4,18000,0,0,4221.747774,0,13800,8421.747774,60000,2621.08757,0,28000
509889,4,1600,5000,0,2409.621741,0,7200,1809.621741,150500,1159.632483,0,17000
509922,4,25000,9600,0,12074.6751,9000,36000,1674.675097,610000,9000,0,19000
509984,4,0,6500,0,116.161262,0,8160,-1543.838738,0,14000,0,14000
509990,4,23000,0,0,2078.39051,0,19900,5178.39051,101000,21500,0,3500
509994,4,16640,0,0,3232.322524,0,15000,4872.322524,10000,28000,0,16000
509997,4,0,25413.36308,0,3503.888495,4000,14450,10467.25158,167500,45000,0,42000
